981297 function calls (969090 primitive calls) in 0.817 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1691    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
      351    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
     6242    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
     5756    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
      351    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
     6359    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
       31    0.001    0.000    0.001    0.000 function_base.py:24(linspace)
      968    0.000    0.000    0.001    0.000 numeric.py:1380(<listcomp>)
     1330    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:897(__exit__)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:1(<module>)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
      434    0.000    0.000    0.001    0.000 typing.py:137(_type_convert)
      242    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
      421    0.000    0.000    0.001    0.000 function_base.py:348(iterable)
     1330    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
        6    0.000    0.000    0.001    0.000 dataclasses.py:412(_create_fn)
      850    0.000    0.000    0.001    0.000 colors.py:216(_is_nth_color)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      132    0.000    0.000    0.001    0.000 ast.py:430(visit_Constant)
       10    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
     1281    0.001    0.000    0.001    0.000 sre_parse.py:112(__init__)
     2225    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      729    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:404(parent)
       64    0.000    0.000    0.001    0.000 inspect.py:1959(_signature_bound_method)
      236    0.001    0.000    0.001    0.000 pyparsing.py:1400(__init__)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
     6466    0.001    0.000    0.001    0.000 inspect.py:2699(kind)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3928(streamline)
      474    0.000    0.000    0.001    0.000 __init__.py:741(__getitem__)
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
       28    0.000    0.000    0.001    0.000 __init__.py:2071(getLogger)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4031(streamline)
     1128    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      230    0.000    0.000    0.001    0.000 sre_parse.py:225(__init__)
        1    0.001    0.001    0.001    0.001 getlimits.py:32(MachArLike)
       70    0.000    0.000    0.001    0.000 pyparsing.py:4442(__init__)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
  291/267    0.000    0.000    0.001    0.000 pyparsing.py:554(__init__)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1595(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 scale.py:201(LogTransform)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       84    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       18    0.000    0.000    0.001    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
      749    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      770    0.000    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
     1868    0.001    0.000    0.001    0.000 typing.py:1273(<genexpr>)
       30    0.000    0.000    0.001    0.000 pathlib.py:1023(glob)
        1    0.000    0.000    0.001    0.001 abc.py:1(<module>)
      556    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
     2126    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
  243/222    0.000    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
     2619    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 artist.py:1416(ArtistInspector)
     1411    0.000    0.000    0.001    0.000 posixpath.py:41(_get_sep)
       28    0.000    0.000    0.001    0.000 __init__.py:1315(getLogger)
       18    0.001    0.000    0.001    0.000 arrayprint.py:1588(_guarded_repr_or_str)
      243    0.000    0.000    0.001    0.000 inspect.py:2721(__str__)
      234    0.000    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
     26/7    0.000    0.000    0.001    0.000 pyparsing.py:4485(streamline)
     1411    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      317    0.000    0.000    0.001    0.000 function_base.py:465(_needs_add_docstring)
  192/147    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
      453    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       10    0.000    0.000    0.000    0.000 deprecation.py:316(delete_parameter)
       32    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 function_base.py:5010(meshgrid)
      968    0.000    0.000    0.000    0.000 numeric.py:1216(<dictcomp>)
     2346    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
  378/260    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
      947    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
       37    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
      250    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 __init__.py:805(copy)
     2460    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       54    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
     2460    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
      791    0.000    0.000    0.000    0.000 __init__.py:690(_get)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       15    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
     1289    0.000    0.000    0.000    0.000 __init__.py:670(_set)
      305    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      282    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       74    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       39    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
      654    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      105    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
        2    0.000    0.000    0.000    0.000 dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1814(Parser)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
     1368    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
  737/498    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      146    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 markers.py:155(MarkerStyle)
      342    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      798    0.000    0.000    0.000    0.000 __init__.py:966(<lambda>)
        1    0.000    0.000    0.000    0.000 function_base.py:5163(<listcomp>)
     1480    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      218    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
       15    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       42    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       76    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
   155/96    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
      553    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      110    0.000    0.000    0.000    0.000 codecs.py:319(decode)
     1560    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      157    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
     2889    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 rcsetup.py:1345(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
      344    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       64    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
      581    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
      230    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       34    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
       30    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
   155/96    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      201    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:982(<dictcomp>)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
     1067    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
       14    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
      170    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.000    0.000 figure.py:2360(Figure)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
     1577    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       74    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      343    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      322    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
      417    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
      460    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:737(_get_scale_docs)
      474    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
      218    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       34    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
      200    0.000    0.000    0.000    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
       34    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
     1684    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
        2    0.000    0.000    0.000    0.000 __init__.py:514(_get_config_or_cache_dir)
       11    0.000    0.000    0.000    0.000 version.py:42(parse)
        5    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
